College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Courses,Facilities,City,State,Country,College Type,Average Fees
Guru Nanak Dev University,Co-Ed,500 Acres,9220,242,1969,3.51,,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Parking Facility, Guest Room",Amritsar,Punjab,India,Public/Government,135126.7176
Government College of Technology,Co-Ed,,3238,126,1945,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Library, Sports, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Alumni Associations, Banks Facilities",Coimbatore,Tamil Nadu,India,Public/Government,25473.63636
Guru Nanak Dev Engineering College,Co-Ed,88 Acres,4176,80,1956,3.1,"IK Gujral Punjab Technical University, Jalandhar","B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Swimming Pool, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Ludhiana,Punjab,India,Public/Government,225840
Cochin University of Science and Technology,Co-Ed,180 Acres,4096,378,1971,3.09,,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Kochi,Kerala,India,Public/Government,156140.3922
Haldia Institute of Technology,Co-Ed,37 Acres,4404,248,1996,3.31,"Maulana Abul Kalam Azad University of Technology, Kolkata","B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Chemical Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, M.Tech Chemical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Haldia,West Bengal,India,Private,284000
National Institute of Technology Srinagar ,Co-Ed,,2565,80,1960,,,"B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electrical Engineering, B.Tech Chemical Engineering, B.Tech Mechanical Engineering, M.Tech Chemical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Alumni Associations, Guest Room",Srinagar,Jammu and Kashmir,India,Public/Government,332444.4444
University Visvesvaraya College of Engineering,Co-Ed,15 Acres,2811,96,1917,,"Bangalore University, Bangalore",,"Boys Hostel, Girls Hostel, Library, Sports, Auditorium, Medical/Hospital, IT Infrastructure, Alumni Associations",Bengaluru,Karnataka,India,Public/Government,58492.72727
SCTR's Pune Institute of Computer Technology,Co-Ed,5 Acres,3111,117,1983,2.71,"Savitribai Phule Pune University, Pune",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,314666.6667
Indian Institute of Technology Jodhpur ,Co-Ed,852 Acres,939,54,2008,,,"B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Electrical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Alumni Associations",Jodhpur,Rajasthan,India,Public/Government,503615.3846
Nitte Meenakshi Institute of Technology,Co-Ed,23 Acres,4892,332,2001,3.02,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Bengaluru,Karnataka,India,Private,145075
Pandit Deendayal Petroleum University,Co-Ed,100 Acres,5361,215,2007,3.39,,"B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering, B.Tech Chemical Engineering, M.Tech Chemical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, Laboratories, Alumni Associations",Gandhinagar,Gujarat,India,Private,546256.4103
Sir M Visvesvaraya Institute of Technology,Co-Ed,133 Acres,3301,177,1986,2.87,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Bengaluru,Karnataka,India,Private,236714.2857
Sardar Patel College of Engineering,Co-Ed,45 Acres,1024,45,1962,,"University of Mumbai, Mumbai","B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Mumbai,Maharashtra,India,Private,163875
CVR College of Engineering,Co-Ed,40 Acres,5015,320,2001,3.12,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering","Boys Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Hyderabad,Telangana,India,Private,207000
School of Engineering,Co-Ed,,,492,2003,,"University of Petroleum and Energy Studies, Dehradun","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Dehradun,Uttarakhand,India,Private,977378.3784
Indian Institute of  Information Technology  Kalyani,Co-Ed,75 Acres,1480,56,1995,,"Maulana Abul Kalam Azad University of Technology, Kolkata","B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Auditorium, IT Infrastructure, Classrooms, Laboratories, Alumni Associations",Kolkata,West Bengal,India,Public/Government,56592.72727
Dr Vishwanath Karad MIT World Peace University,Co-Ed,52 Acres,4702,511,2017,,,"B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Chemical Engineering, B.Tech Electrical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,755792.4528
Sardar Patel Institute of Technology,Co-Ed,47 Acres,1397,59,2005,,"University of Mumbai, Mumbai",,"Gym, Library, Sports, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Mumbai,Maharashtra,India,Private,492428.5714
Annamalai University,Co-Ed,950 Acres,172846,1529,1929,3.09,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Chidambaram,Tamil Nadu,India,Public/Government,333425.0228
Walchand College of Engineering,Co-Ed,90 Acres,546,110,1947,3.25,"Shivaji University, Kolhapur","B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Sangli,Maharashtra,India,Private,202910
Amity School of Engineering,Co-Ed,60 Acres,,27,2003,,"Amity University, Noida","B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Swimming Pool, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Noida,Uttar Pradesh,India,Private,1009538.462
National Institute of Technology Puducherry Karaikal ,Co-Ed,258 Acres,765,37,2009,,,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Auditorium, IT Infrastructure, Alumni Associations",Thiruvettakudy,Puducherry,India,Public/Government,232562.5
Ajay Kumar Garg Engineering College,Co-Ed,40 Acres,3940,239,1998,2.79,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Ghaziabad,Uttar Pradesh,India,Private,378875
Chhatrapati Shahu Ji Maharaj University,Co-Ed,264 Acres,5319,124,1966,,,"B.Tech Chemical Engineering, B.Tech Chemical Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Kanpur,Uttar Pradesh,India,Public/Government,99376.66667
Siddaganga Institute of Technology,Co-Ed,50 Acres,4312,259,1963,,"Visvesvaraya Technological University, Belagavi",M.Tech Chemical Engineering,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Alumni Associations, Banks Facilities",Tumakuru,Karnataka,India,Private,249357.1429
Kumaraguru College of Technology,Co-Ed,150 Acres,5974,398,1984,3.21,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Alumni Associations, Banks Facilities",Coimbatore,Tamil Nadu,India,Private,203437.5
Dayananda Sagar University,Co-Ed,103 Acres,2470,146,2014,,,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Medical/Hospital, IT Infrastructure, Transport, Laboratories",Bengaluru,Karnataka,India,Private,279127.2727
JSS Academy of Technical Education,Co-Ed,28 Acres,4276,212,1998,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Noida,Uttar Pradesh,India,Private,416307.6923
Jawaharlal Nehru Centre for Advanced Scientific Research,Co-Ed,,332,42,2002,3.76,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Bengaluru,Karnataka,India,Public/Government,5120
Kamla Nehru Institute of Technology,Co-Ed,100 Acres,,51,1983,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Sultanpur,Uttar Pradesh,India,Public/Government,148912.5
Tezpur University,Co-Ed,261 Acres,4401,261,1994,3.25,,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Tezpur,Assam,India,Public/Government,62113.54167
Institute of Infrastructure Technology Research and Management,Co-Ed,,716,40,2012,,,"B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Classrooms",Ahmedabad,Gujarat,India,Public/Government,210840
Madan Mohan Malaviya University of Technology,Co-Ed,339 Acres,3065,41,2013,,,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Chemical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Gorakhpur,Uttar Pradesh,India,Public/Government,393741.9355
Mahatma Gandhi Institute of Technology,Co-Ed,30 Acres,3738,151,1997,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations",Hyderabad,Telangana,India,Private,316857.1429
Shri Ramdeobaba College of Engineering and Management,Co-Ed,,4685,256,1984,3.1,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Nagpur,Maharashtra,India,Private,442916.6667
Deen Bandhu Chhotu Ram University of Science and Technology,Co-Ed,273 Acres,3782,174,2006,3.02,,"B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Chemical Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, M.Tech Chemical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Sonepat,Haryana,India,Public/Government,180218.4028
Shivaji University,Co-Ed,853 Acres,23820,179,1962,3.16,,"B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Kolhapur,Maharashtra,India,Public/Government,231342.1831
Dharmsinh Desai University,Co-Ed,42 Acres,4320,237,2000,2.88,,"B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Chemical Engineering, B.Tech Civil Engineering, M.Tech Chemical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Nadiad,Gujarat,India,Public/Government,514666.6667
The National Institute of Engineering,Co-Ed,12 Acres,3585,126,1946,,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Mysuru,Karnataka,India,Private,62581.42857
Indira Gandhi Delhi Technical University for Women,Female,,1915,68,2013,,,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Girls Hostel, Library, Sports, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room, Banks Facilities",New Delhi,Delhi,India,Public/Government,325363.6364
Dayalbagh Educational Institute,Co-Ed,,9741,270,1981,3.14,,"B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations",Agra,Uttar Pradesh,India,Public/Government,14560
ICFAI Foundation for Higher Education,Co-Ed,91 Acres,6577,260,2008,3.43,,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Swimming Pool",Hyderabad,Telangana,India,Private,630000
Bundelkhand University,Co-Ed,186 Acres,5321,233,1975,,,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Swimming Pool, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Jhansi,Uttar Pradesh,India,Public/Government,80964.52555
ITM University,Co-Ed,165 Acres,4770,221,2011,2.31,,"B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, Transport, Moot Court, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Gwalior,Madhya Pradesh,India,Private,263493.8272
CMR College of Engineering and Technology,Co-Ed,10 Acres,3483,269,2002,3.11,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Hyderabad,Telangana,India,Private,268181.8182
Veer Surendra Sai University of Technology,Co-Ed,502 Acres,4258,240,1956,2.76,,"B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering, B.Tech Chemical Engineering, B.Tech Computer Science and Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Burla,Odisha,India,Public/Government,135975.25
KLE Technological University,Co-Ed,,5471,297,2014,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Alumni Associations",Hubli,Karnataka,India,Private,364235.2941
Gayatri Vidya Parishad College of Engineering,Co-Ed,20 Acres,5469,273,1996,3.47,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Chemical Engineering, M.Tech Chemical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Visakhapatnam,Andhra Pradesh,India,Private,239380.9524
University Institute of Engineering and Technology,Co-Ed,11 Acres,,93,2002,,"Panjab University, Chandigarh",,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Wifi, IT Infrastructure",Chandigarh,Chandigarh,India,Public/Government,149718.5714
Hindustan Institute of Technology and Science,Co-Ed,150 Acres,7079,618,2008,3.3,,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Chemical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Convenience Store, Alumni Associations, Banks Facilities",Chennai,Tamil Nadu,India,Private,355685.8407
Banasthali Vidyapith,Female,850 Acres,12598,505,1935,,,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Chemical Engineering, M.Tech Chemical Engineering","Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Jaipur,Rajasthan,India,Private,230397.5904
University of Lucknow,Co-Ed,223 Acres,20873,344,1920,2.76,,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Lucknow,Uttar Pradesh,India,Public/Government,79950.07813
Presidency University,Co-Ed,60 Acres,6609,152,2013,,,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Banks Facilities",Bengaluru,Karnataka,India,Private,776250
GMR Institute of Technology,Co-Ed,155 Acres,3475,213,1997,3.16,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Chemical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Srikakulam,Andhra Pradesh,India,Private,301846.1538
JSS Science and Technology University,Co-Ed,102 Acres,4494,205,2016,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Banks Facilities",Mysuru,Karnataka,India,Private,133463.4146
National Institute of Technology Meghalaya ,Co-Ed,300 Acres,920,67,2010,,,"B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Alumni Associations",Shillong,Meghalaya,India,Public/Government,286307.6923
National Institute of Technology Arunachal Pradesh ,Co-Ed,,698,63,2010,2.34,,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering, B.Tech Chemical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations",Papum Pare,Arunachal Pradesh,India,Public/Government,325950
Bennett University,Co-Ed,68 Acres,1412,64,2016,,,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Swimming Pool, Banks Facilities",Greater Noida,Uttar Pradesh,India,Private,1154000
MIT Academy of Engineering,Co-Ed,11 Acres,3030,171,1999,3.13,"Savitribai Phule Pune University, Pune","B.Tech Mechanical Engineering, B.Tech Chemical Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room",Pune,Maharashtra,India,Private,500454.5455
College of Technology,Co-Ed,,1692,139,1966,,"Govind Ballabh Pant University of Agriculture and Technology, Pantnagar","B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, IT Infrastructure",Pantnagar,Uttarakhand,India,Public/Government,130130.4348
Bharati Vidyapeeth's College of Engineering,Co-Ed,,2150,96,1999,,"Guru Gobind Singh Indraprastha University, Delhi","B.Tech Electronics and Communication Engineering, B.Tech Computer Science and Engineering","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations",New Delhi,Delhi,India,Private,443000
BS Abdur Rahman Institute of Science and Technology,Co-Ed,50 Acres,6275,364,2008,3.08,,"B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Alumni Associations",Chennai,Tamil Nadu,India,Private,309714.2857
